feature,method,lower_fence,upper_fence,n_outliers,pct_non_missing,pct_all
trip_distance,IQR,-5.75,10.14,239186,7.7992908490572805,7.7992908490572805
trip_distance,zscore,-744.9039261750816,752.5986102364022,67,0.0021847118430294325,0.0021847118430294325
